YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Education,TopicId,MeasureId,StratificationID1,StratificationID4,SubMeasureID,DisplayOrder
2009,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,0.4,0.6,2.2,1592,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2003,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.3,0.9,6.6,10.1,812,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2000,IN,Indiana,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,62.6,2.5,57.8,67.5,689,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2002,PA,Pennsylvania,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,59.4,1.6,56.3,62.5,1037,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2014,MN,Minnesota,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,0.2,0,0.8,1947,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2001,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.3,0,0.9,1909,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2013,WV,West Virginia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,68.1,4.3,59.6,76.6,120,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2006,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.3,0.3,0.7,1.9,1447,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2010,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.4,0.2,0.1,0.7,773,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2006,PA,Pennsylvania,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,7.1,1.1,4.9,9.3,821,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2002,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.3,1.6,2.8,4707,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2006,IN,Indiana,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,53.7,3.1,47.6,59.8,1622,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2013,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.5,0.8,12,15,3973,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2000,MD,Maryland,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,0.6,6.1,8.4,10703,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2004,NJ,New Jersey,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.8,3.9,46.1,61.4,178,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2002,KY,Kentucky,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.3,0.7,2,4.7,751,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2011,MO,Missouri,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.1,1.9,14.4,21.8,1523,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2002,OK,Oklahoma,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,6.3,1.1,4.2,8.4,931,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2002,MD,Maryland,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.6,0.3,8,9.2,17349,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2015,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.6,1.2,7.2,12,820,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
1999,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.2,1,6.3,10.1,771,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2014,AL,Alabama,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41,6.4,28.4,53.6,75,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2000,DC,District of Columbia,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.5,0.8,1.9,5,1294,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS09,9
2008,IN,Indiana,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.5,0.8,3,6,1579,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2000,SD,South Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55,2.8,49.6,60.4,386,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2001,ME,Maine,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.3,2.8,48.9,59.7,967,Overall,Middle School,105BEH,169QUA,1GEN,1EDU,YTS04,4
2002,PA,Pennsylvania,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,55.8,1.5,52.9,58.7,2017,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2003,SD,South Dakota,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.3,1.1,7.2,11.4,2448,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2014,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8,0.9,6.2,9.8,1623,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2015,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.2,0,0.7,1674,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2000,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,34.2,1.5,31.2,37.2,700,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS07,7
2006,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.9,0.5,1,2.8,1493,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2015,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.1,0.1,0,0.2,2462,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2006,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.8,1.9,23,30.6,1546,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2002,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.2,0.5,0.3,2,780,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2010,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.3,0,1.2,1299,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2002,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,34.7,2.6,29.6,39.9,2634,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2016,WI,Wisconsin,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,33.1,10.1,13.4,52.9,71,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2013,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,0,0,0,910,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2002,NY,New York,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.2,1.2,0,4.5,2183,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2000,MN,Minnesota,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.6,1.4,29.8,35.4,3800,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2009,MO,Missouri,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,46.4,5.4,35.9,56.9,111,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2011,OK,Oklahoma,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,55.3,2.2,51,59.6,930,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2012,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.7,0.4,0.9,2.5,822,Female,High School,151BEH,169USS,3GEN,2EDU,YTS10,10
2014,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,0.7,1.8,4.5,719,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2002,DE,Delaware,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,63.8,3.1,57.7,69.9,501,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2016,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,13.5,2.4,8.8,18.3,604,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2000,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.2,0,0.6,985,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2005,CT,Connecticut,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1,0.2,0.6,1.4,2030,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2005,RI,Rhode Island,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.7,0.5,1.8,3.7,1220,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2004,DE,Delaware,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.6,2.7,46.4,56.9,391,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2007,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,48,2.3,43.4,52.6,537,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2002,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.8,1.8,24.3,31.3,4998,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS07,7
2014,OH,Ohio,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,10.4,1.7,7,13.8,570,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2012,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7,0.9,5.3,8.7,862,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2002,OH,Ohio,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,30.3,2.9,24.7,35.9,754,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS08,8
2008,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.3,0.7,7,9.6,2292,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2013,CT,Connecticut,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.6,0,1.9,1460,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2011,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.6,1.6,7.5,13.7,678,Male,High School,151BEH,169USS,2GEN,2EDU,YTS10,10
2000,TX,Texas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.6,2.2,10.4,18.9,975,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2016,DE,Delaware,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,1.2,0.4,0.4,2.1,813,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2014,NJ,New Jersey,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,0.1,0,0.5,1913,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2002,DE,Delaware,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.1,0.6,0.9,3.2,1330,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2000,DE,Delaware,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.2,0.3,1.3,4466,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2015,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.1,0.1,0,0.3,2068,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2004,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.3,1.1,5.1,9.4,786,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS11,11
2016,WI,Wisconsin,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,0.4,0.3,0,0.9,785,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2010,AR,Arkansas,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.9,2.3,44.3,53.5,1108,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2013,AZ,Arizona,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Male,Middle School,105BEH,170CES,2GEN,1EDU,YTS02,2
1999,TN,Tennessee,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.6,0.4,0,1.3,712,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2005,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,23.9,1.6,20.9,27,1517,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2005,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,23.2,3,17.2,29.1,643,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2003,ND,North Dakota,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.3,3,51.5,63.2,384,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2001,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.2,2.2,21.8,30.5,695,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS07,7
2005,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.1,1.1,6.9,11.3,950,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS07,7
2007,AR,Arkansas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,1.1,7.3,11.7,1863,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2015,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6,0.7,4.6,7.4,1844,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2004,NJ,New Jersey,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.9,1.5,13,18.7,1100,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS07,7
2014,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.6,0.6,0.3,2.8,1007,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2014,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0,0.3,941,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2000,CO,Colorado,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,33,2.6,28,38.1,747,Male,High School,151BEH,169USS,2GEN,2EDU,YTS11,11
2011,AZ,Arizona,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,16.9,1.8,13.4,20.4,1943,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS08,8
2002,VT,Vermont,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,47.4,4.6,38.4,56.4,331,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2015,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.9,0.2,0.4,1.3,1854,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS09,9
2003,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.7,0.1,1.4,2,10426,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2006,IA,Iowa,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.3,0.9,1.5,5.1,812,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2016,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0,0.7,789,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2009,ND,North Dakota,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,10.3,1.2,8,12.6,971,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
2013,NE,Nebraska,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.8,1,1.9,5.7,1190,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS09,9
2006,SC,South Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.2,2,13.3,21.1,656,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS11,11
2013,IN,Indiana,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.6,1.6,3.4,9.8,1366,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2015,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.1,1.5,8.1,14.1,1018,Female,High School,151BEH,169USS,3GEN,2EDU,YTS11,11
2009,WV,West Virginia,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.6,0.4,1.8,3.4,871,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2000,CA,California,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.2,0.1,0.8,1452,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2015,NJ,New Jersey,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,46.7,3.5,39.8,53.6,226,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2009,MS,Mississippi,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.8,0.4,1,2.6,790,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2011,OK,Oklahoma,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2005,IL,Illinois,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.1,1.7,0.8,7.5,669,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2000,WV,West Virginia,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,10.9,1.6,7.8,14,759,Male,High School,151BEH,169USS,2GEN,2EDU,YTS12,12
2000,NY,New York,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,60.7,2.6,55.6,65.8,1190,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2000,WY,Wyoming,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.4,1.4,10.6,16.2,944,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS07,7
2013,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.3,0.6,1.6,864,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2005,OK,Oklahoma,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57.6,6.4,45.1,70.1,146,Female,High School,105BEH,169QUA,3GEN,2EDU,YTS06,6
2013,OH,Ohio,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.3,0,0.8,510,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS12,12
2015,WV,West Virginia,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,42.8,2.9,37.1,48.4,756,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2015,HI,Hawaii,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,0.1,0.2,0.7,2205,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS12,12
2000,TN,Tennessee,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,59.6,2,55.7,63.6,619,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2015,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.1,0.7,1.7,4.6,1370,Overall,High School,106BEH,166SSA,1GEN,2EDU,YTS09,9
2000,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,0.2,0.2,1.1,2345,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2002,MA,Massachusetts,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.1,0.1,0,0.2,801,Female,High School,151BEH,169USS,3GEN,2EDU,YTS12,12
2003,CA,California,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.3,0.6,8.1,10.4,14826,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS11,11
2009,GA,Georgia,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,39,2.7,33.8,44.2,989,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS08,8
2013,AZ,Arizona,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.4,1.5,2.9,1584,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.5,1.9,15.7,23.3,738,Female,High School,106BEH,166SSA,3GEN,2EDU,YTS07,7
2009,LA,Louisiana,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.9,5.8,42.5,65.3,61,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
1999,SD,South Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,64.6,3.6,57.5,71.7,216,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2007,AR,Arkansas,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.9,1.1,7.7,12.1,1989,Overall,High School,151BEH,169USS,1GEN,2EDU,YTS10,10
2015,NE,Nebraska,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,39.6,5.9,28.1,51.1,85,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2000,WI,Wisconsin,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.9,1,10.9,14.9,1418,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2011,GA,Georgia,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.1,1.5,6.2,12,1071,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS10,10
2000,NY,New York,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,2,5.5,13.2,1978,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2004,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,40,5.9,28.4,51.5,124,Male,Middle School,105BEH,169QUA,2GEN,1EDU,YTS05,5
2014,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.9,0.7,0.5,3.4,626,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2001,GA,Georgia,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,53.2,2.3,48.7,57.8,616,Overall,High School,105BEH,169QUA,1GEN,2EDU,YTS04,4
2008,MS,Mississippi,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,14.4,0.9,12.7,16.1,1840,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2000,AR,Arkansas,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.8,1.1,13.6,17.9,1510,Overall,Middle School,106BEH,166SSA,1GEN,1EDU,YTS07,7
2013,ND,North Dakota,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,,,,,Female,Middle School,105BEH,170CES,3GEN,1EDU,YTS03,3
2000,AL,Alabama,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.7,0.6,0.5,2.8,771,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2002,NC,North Carolina,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.4,0.4,1.5,3.3,2730,Female,Middle School,106BEH,166SSA,3GEN,1EDU,YTS09,9
2015,PA,Pennsylvania,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,49.8,4.7,40.5,59.1,80,Female,High School,105BEH,170CES,3GEN,2EDU,YTS03,3
2013,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,0.4,1.4,3,1826,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS10,10
2000,ME,Maine,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.4,2.5,46.4,56.3,109,Overall,Middle School,105BEH,170CES,1GEN,1EDU,YTS01,1
2005,ND,North Dakota,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.8,0.8,1.1,4.4,560,Female,Middle School,151BEH,169USS,3GEN,1EDU,YTS10,10
2004,IA,Iowa,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.8,0.4,0.1,1.6,983,Male,Middle School,106BEH,166SSA,2GEN,1EDU,YTS09,9
2010,KY,Kentucky,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,46.1,2.2,41.7,50.5,697,Overall,High School,105BEH,170CES,1GEN,2EDU,YTS01,1
2005,NC,North Carolina,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.8,1,9.8,13.9,3187,Overall,Middle School,151BEH,169USS,1GEN,1EDU,YTS11,11
2000,NE,Nebraska,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,63,2.2,58.7,67.3,1504,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS08,8
2014,MN,Minnesota,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.3,0.2,0,0.6,1007,Male,Middle School,151BEH,169USS,2GEN,1EDU,YTS12,12
2001,RI,Rhode Island,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,13.6,1.5,10.7,16.5,722,Male,High School,106BEH,166SSA,2GEN,2EDU,YTS09,9
